Ont	Terms	Annotated	Significant	Expected	classic	Genes
CC	GO:0034705:Potassium channel complex	96	12	0.28	6.5e-17	ABCC8,ABCC9,HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNN1
CC	GO:0016021:Integral component of membrane	5330	45	15.68	1.4e-15	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,CHRM2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE4D,PRKACA,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
CC	GO:0031224:Intrinsic component of membrane	5495	45	16.16	4.9e-15	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,CHRM2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE4D,PRKACA,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
CC	GO:0005891:Voltage-gated calcium channel complex	43	8	0.13	4.5e-13	CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,PDE4D
CC	GO:0008076:Voltage-gated potassium channel complex	87	9	0.26	3.7e-12	HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ3,KCNJ5,KCNJ8,KCNN1
CC	GO:0030018:Z disc	132	10	0.39	5.1e-12	ADRA1A,CACNA1C,CACNA1D,CASQ2,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0031674:I band	143	10	0.42	1.1e-11	ADRA1A,CACNA1C,CACNA1D,CASQ2,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0030017:Sarcomere	204	11	0.6	1.7e-11	ABCC9,ADRA1A,CACNA1C,CACNA1D,CASQ2,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0030016:Myofibril	224	11	0.66	4.5e-11	ABCC9,ADRA1A,CACNA1C,CACNA1D,CASQ2,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0043292:Contractile fiber	234	11	0.69	7.3e-11	ABCC9,ADRA1A,CACNA1C,CACNA1D,CASQ2,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0030054:Cell junction	1863	24	5.48	1.2e-10	ADRA1A,ADRB1,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNB2,CHRM2,CLCN3,GJD3,HCN3,KCNA4,KCND3,KCNJ11,KCNJ3,KCNN2,PDE2A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A,SLC8A1
CC	GO:0016020:Membrane	9495	51	27.93	2.1e-10	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CAMK2D,CASQ2,CHRM2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TGFB1,TRPC1
CC	GO:0045202:Synapse	1171	19	3.44	4.5e-10	ADRA1A,ADRB1,ATP1A2,ATP2A2,CACNA1C,CACNA1D,CACNB2,CHRM2,CLCN3,HCN3,KCNA4,KCND3,KCNJ3,KCNN2,PDE2A,PRKACA,PRKAR1A,PRKAR2B,SLC8A1
CC	GO:0044853:Plasma membrane raft	109	8	0.32	1.0e-09	ADRA1A,ADRA1B,ATP1A2,ATP1B1,PRKACA,PRKAR1A,PRKAR2A,SCN5A
CC	GO:0032991:Protein-containing complex	5920	40	17.41	1.1e-09	ABCC8,ABCC9,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CASQ2,COL1A1,COL3A1,GJD3,HCN1,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ3,KCNJ5,KCNJ8,KCNN1,MYH6,NPPA,PDE4D,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SCN7A,TRPC1
CC	GO:0036477:Somatodendritic compartment	826	16	2.43	1.2e-09	ADCY4,ATP1A2,CACNA1C,CHRM2,HCN1,HCN3,KCNA4,KCND3,KCNJ11,KCNN1,KCNN2,PPARGC1A,PRKACA,PRKAR2B,SLC8A1,TGFB1
CC	GO:0043005:Neuron projection	1312	19	3.86	3.0e-09	ADCY4,ATP1A2,CACNA1C,CAMK2D,CHRM2,HCN1,HCN3,KCNA4,KCND3,KCNJ11,KCNN1,KCNN2,PPARGC1A,PRKACA,PRKAR2B,SCN5A,SCN7A,SLC8A1,TGFB1
CC	GO:0098590:Plasma membrane region	1222	18	3.59	6.7e-09	ADRA1A,ADRA1B,ADRB2,ATP1A2,ATP1B1,CACNA1C,CACNA1D,CHRM2,KCND3,KCNJ11,KCNJ3,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,SCN5A,SLC8A1
CC	GO:0120025:Plasma membrane bounded cell projection	2103	23	6.19	8.4e-09	ADCY4,ADCY5,ATP1A2,ATP2A2,CACNA1C,CAMK2D,CHRM2,HCN1,HCN3,KCNA4,KCND3,KCNJ11,KCNN1,KCNN2,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A,SCN7A,SLC8A1,TGFB1
CC	GO:0030425:Dendrite	592	13	1.74	1.3e-08	ADCY4,ATP1A2,CACNA1C,CHRM2,HCN1,HCN3,KCNA4,KCND3,KCNN2,PPARGC1A,PRKACA,PRKAR2B,SLC8A1
CC	GO:0097447:Dendritic tree	594	13	1.75	1.3e-08	ADCY4,ATP1A2,CACNA1C,CHRM2,HCN1,HCN3,KCNA4,KCND3,KCNN2,PPARGC1A,PRKACA,PRKAR2B,SLC8A1
CC	GO:0042995:Cell projection	2178	23	6.41	1.6e-08	ADCY4,ADCY5,ATP1A2,ATP2A2,CACNA1C,CAMK2D,CHRM2,HCN1,HCN3,KCNA4,KCND3,KCNJ11,KCNN1,KCNN2,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A,SCN7A,SLC8A1,TGFB1
CC	GO:1990454:L-type voltage-gated calcium channel complex	12	4	0.04	3.3e-08	CACNA1C,CACNA1D,CACNA2D1,CACNB2
CC	GO:0005952:CAMP-dependent protein kinase complex	13	4	0.04	4.7e-08	PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
CC	GO:0016529:Sarcoplasmic reticulum	71	6	0.21	6.1e-08	ATP2A2,CACNA2D1,CAMK2D,CASQ2,RYR2,RYR3
CC	GO:0033017:Sarcoplasmic reticulum membrane	39	5	0.11	9.8e-08	ATP2A2,CAMK2D,CASQ2,RYR2,RYR3
CC	GO:0016528:Sarcoplasm	80	6	0.24	1.3e-07	ATP2A2,CACNA2D1,CAMK2D,CASQ2,RYR2,RYR3
CC	GO:0045121:Membrane raft	315	9	0.93	3.2e-07	ADRA1A,ADRA1B,ATP1A2,ATP1B1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A
CC	GO:0098857:Membrane microdomain	316	9	0.93	3.3e-07	ADRA1A,ADRA1B,ATP1A2,ATP1B1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A
CC	GO:0014704:Intercalated disc	50	5	0.15	3.5e-07	ATP1A2,ATP1B1,KCNJ11,SCN5A,SLC8A1
CC	GO:0098589:Membrane region	328	9	0.96	4.5e-07	ADRA1A,ADRA1B,ATP1A2,ATP1B1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A
CC	GO:0043025:Neuronal cell body	497	10	1.46	1.7e-06	CACNA1C,CHRM2,HCN3,KCND3,KCNJ11,KCNN1,KCNN2,PPARGC1A,PRKAR2B,TGFB1
CC	GO:0044291:Cell-cell contact zone	71	5	0.21	2.1e-06	ATP1A2,ATP1B1,KCNJ11,SCN5A,SLC8A1
CC	GO:0097470:Ribbon synapse	10	3	0.03	2.9e-06	ATP2A2,CACNA1D,CACNB2
CC	GO:0097546:Ciliary base	35	4	0.1	3.3e-06	PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
CC	GO:0099512:Supramolecular fiber	963	13	2.83	3.4e-06	ABCC9,ADRA1A,CACNA1C,CACNA1D,CASQ2,COL1A1,COL3A1,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0099081:Supramolecular polymer	970	13	2.85	3.7e-06	ABCC9,ADRA1A,CACNA1C,CACNA1D,CASQ2,COL1A1,COL3A1,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0005901:Caveola	80	5	0.24	3.8e-06	ADRA1A,ADRA1B,ATP1A2,ATP1B1,SCN5A
CC	GO:0044297:Cell body	564	10	1.66	5.1e-06	CACNA1C,CHRM2,HCN3,KCND3,KCNJ11,KCNN1,KCNN2,PPARGC1A,PRKAR2B,TGFB1
CC	GO:0099699:Integral component of synaptic membrane	152	6	0.45	5.5e-06	ADRA1A,CACNA1D,CHRM2,KCND3,KCNJ3,SLC8A1
CC	GO:0043197:Dendritic spine	159	6	0.47	7.2e-06	ATP1A2,KCNA4,KCNN2,PRKACA,PRKAR2B,SLC8A1
CC	GO:0044309:Neuron spine	161	6	0.47	7.7e-06	ATP1A2,KCNA4,KCNN2,PRKACA,PRKAR2B,SLC8A1
CC	GO:0099240:Intrinsic component of synaptic membrane	164	6	0.48	8.6e-06	ADRA1A,CACNA1D,CHRM2,KCND3,KCNJ3,SLC8A1
CC	GO:0098794:Postsynapse	610	10	1.79	1.0e-05	ADRA1A,ATP1A2,CACNA1C,CHRM2,KCNA4,KCND3,KCNN2,PRKACA,PRKAR2B,SLC8A1
CC	GO:0097060:Synaptic membrane	432	8	1.27	3.7e-05	ADRA1A,CACNA1C,CACNA1D,CHRM2,KCND3,KCNJ3,PDE2A,SLC8A1
CC	GO:0099080:Supramolecular complex	1267	13	3.73	6.2e-05	ABCC9,ADRA1A,CACNA1C,CACNA1D,CASQ2,COL1A1,COL3A1,KCNN2,MYH6,RYR2,RYR3,SCN5A,SLC8A1
CC	GO:0099056:Integral component of presynaptic membrane	73	4	0.21	6.3e-05	ADRA1A,CACNA1D,CHRM2,KCNJ3
CC	GO:0098793:Presynapse	491	8	1.44	9.0e-05	ADRA1A,CACNA1D,CACNB2,CHRM2,CLCN3,HCN3,KCNJ3,PDE2A
CC	GO:0098889:Intrinsic component of presynaptic membrane	82	4	0.24	9.9e-05	ADRA1A,CACNA1D,CHRM2,KCNJ3
CC	GO:0042734:Presynaptic membrane	161	5	0.47	0.00011	ADRA1A,CACNA1D,CHRM2,KCNJ3,PDE2A
CC	GO:0005911:Cell-cell junction	416	7	1.22	0.00021	ATP1A2,ATP1B1,ATP2A2,GJD3,KCNJ11,SCN5A,SLC8A1
CC	GO:0048471:Perinuclear region of cytoplasm	711	9	2.09	0.00021	ATP2A2,HCN4,KCNH2,NPPA,PDE2A,PRKACA,PRKAR2B,RYR3,SCN5A
CC	GO:0098805:Whole membrane	1666	14	4.9	0.00026	ADRA1A,ADRA1B,ADRB2,ATP1A2,ATP1B1,CAMK2D,CHRM2,CLCN3,PDE2A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,SCN5A
CC	GO:0014701:Junctional sarcoplasmic reticulum membrane	9	2	0.03	0.00030	CASQ2,RYR2
CC	GO:0030424:Axon	606	8	1.78	0.00038	CHRM2,HCN1,HCN3,KCNA4,KCNJ11,SCN5A,SCN7A,TGFB1
CC	GO:0099055:Integral component of postsynaptic membrane	117	4	0.34	0.00039	ADRA1A,CHRM2,KCND3,SLC8A1
CC	GO:0098936:Intrinsic component of postsynaptic membrane	122	4	0.36	0.00046	ADRA1A,CHRM2,KCND3,SLC8A1
CC	GO:0005583:Fibrillar collagen trimer	11	2	0.03	0.00046	COL1A1,COL3A1
CC	GO:0098643:Banded collagen fibril	11	2	0.03	0.00046	COL1A1,COL3A1
CC	GO:0005890:Sodium:potassium-exchanging ATPase complex	12	2	0.04	0.00055	ATP1A2,ATP1B1
CC	GO:0001518:Voltage-gated sodium channel complex	14	2	0.04	0.00076	SCN5A,SCN7A
CC	GO:0031588:Nucleotide-activated protein kinase complex	14	2	0.04	0.00076	PRKAR1A,PRKAR2A
CC	GO:0090533:Cation-transporting ATPase complex	15	2	0.04	0.00087	ATP1A2,ATP1B1
CC	GO:0098644:Complex of collagen trimers	19	2	0.06	0.00141	COL1A1,COL3A1
CC	GO:0098533:ATPase dependent transmembrane transport complex	21	2	0.06	0.00172	ATP1A2,ATP1B1
CC	GO:0070161:Anchoring junction	768	8	2.26	0.00175	ATP1A2,ATP1B1,ATP2A2,GJD3,KCNJ11,PRKAR2A,SCN5A,SLC8A1
CC	GO:0005783:Endoplasmic reticulum	1379	11	4.06	0.00203	ATP2A2,CACNA2D1,CAMK2D,CASQ2,COL1A1,COL3A1,KCNJ11,PDE2A,RYR2,RYR3,SCN5A
CC	GO:0034706:Sodium channel complex	23	2	0.07	0.00207	SCN5A,SCN7A
CC	GO:0045211:Postsynaptic membrane	323	5	0.95	0.00258	ADRA1A,CACNA1C,CHRM2,KCND3,SLC8A1
CC	GO:0005790:Smooth endoplasmic reticulum	34	2	0.1	0.00449	RYR2,RYR3
CC	GO:0009986:Cell surface	897	8	2.64	0.00454	CLCN3,GJD3,KCNH2,KCNJ3,KCNJ5,KCNN2,SCN5A,TGFB1
CC	GO:0043198:Dendritic shaft	36	2	0.11	0.00502	PRKAR2B,SLC8A1
CC	GO:0005930:Axoneme	123	3	0.36	0.00569	PRKACA,PRKAR1A,PRKAR2A
CC	GO:0097014:Ciliary plasm	124	3	0.36	0.00582	PRKACA,PRKAR1A,PRKAR2A
CC	GO:0012506:Vesicle membrane	794	7	2.34	0.00844	ADRB2,ATP2A2,CAMK2D,CHRM2,CLCN3,RYR2,RYR3
